,comment
2525,"Ótimo desempenho em single/multi-thread. O melhor custo-benefício p/ jogos, edição e streaming."
2526,O mais barato do mercado livre.
2527,Perfeito custo beneficio e excelente desempenho. Produto 100% original.
2528,"Gostei bastante, não fiz overclock ainda e já está me atendendo muito bem. Agr não tenho mais quedas de fps nos games por conta do processador."
2529,"Processador adm é sem comentários. Excelente arquitetura e desempenho. O único problema é que esse modelo ryzen 5 3600 não tem vídeo integrado. E me confundi e comprei pra montar uma máquina aos poucos e acabei tendo que comprar a placa de vídeo que ia ficar pra depois. Se precisarem de vídeo integrado comprem o modelo 3600x. Mas não tenho o que reclamar do produto, o erro foi meu."
2530,"Não compensa a compra, o cara compra da china para vender como novo aqui e por cima ainda vende sem caixa e sem cooler."
2531,"Ótimo produto, custo benefício, porém o cooler que o acompanha é fraco pra ele. Uso pra jogos e o processador fica muito quente (95 graus) só de ligar o pc e estar no chrome ele fica 65 graus, troquei pasta térmica por uma melhor mas não adiantou muito. Vou ter que colocar mais alguns fans no gabinete, porque assim tá muito ruim. Porém o processador é ótimo, recomendo, se você tiver um bom sistema de refrigeração."
2532,Nao serviu para meu computador. Teria que trocar a placa mae para dar certo.
2533,"Custo beneficio superou minhas expectativas, jogo league of legends, embora esse core 2 quad não seja voltado muito pra game, ele ajuda muito sim, é meu era um dual core, coloquei esse processador e ta quebrando um galho ate bom excelente."
2534,Muito bom super recomendo.
2535,Produto funcionando perfeitamente.
2536,Muito bom. Comprei pra usar em mixagem de áudio. Dá conta do recado. Mesmo antigo faz miséria!.
2537,Top.
2538,"Produto bom e de ótima qualidade, ótimo vendedor."
2539,"Coloquei no pc do meu menino, tinha um q8300, uma bosta, agora com esse q9400 melhorou, roda gta v, valorant, e fortnite, graficos baixos é claro. Para socket 775 esse é um excelente custo beneficio."
2540,O meu pc ficou excelente com esse processador top.
2541,"Muito bom, funcionou certinho, recomendo."
2542,"Perfeito!!!!! esta em funcionamento, valeu cada centavo!!!!."
2543,Otimo produto! funcionando perfeitamente!.
2544,"Produto dentro do esperado, funcionando sem problemas."
2545,Funcionou perfeitamente. Obrigado.
2546,"Nao era para mim era do meu filho,pelos menos nao reclamou,acho que ele gostou."
2547,"Otimo upgrade pra uma máquina já antiga, leva o win10 muito leve."
2548,"Muito bom, tirou 920 pontos no cpuz."
2549,Bom. Consegue dar um fôlego na máquina antiga.
2550,"Produto conforme anunciado, pode comprar sem medo."
2551,Funcionando perfeitamente indico a todos do ml.
2552,Ótimo produto recomendo a todos no ml.
2553,Funcionando perfeitamente até o momento.
2554,"Produto ok, funcionando bem não apresentou problemas."
2555,Bom de mais novo meu pc tá uma máquina show de bola.
2556,"Produto otimo e não deixa a desejar, tinha dinheiro apenas pra ele e não me arrependi."
2557,Vo da 4 estrela por q to testando ainda.
2558,O processador é de ótima qualidade.
2559,Produto ótimo. Superou minhas expectativas. Meu computador ficou muito rápido com o processador.
2560,Funcionou corretamente no meu pc.
2561,"Ótimo produto , tem muita qualidade."
2562,Sensacional perfeito com certeza recomendo.
2563,Muito bom satisfeito kkkkkkklllllllllllllll.
2564,Muito bom mesmo melhor processador para 775.
2565,"Cumpre as funções básicas de um computador básico de escritório em 2019 mesmo sendo um processador de quase 15 anos, algumas travadas para carregar solid works e o auto cad, mas depois de abertos rodam normalmente."
2566,"Melhorou bastante meu computador, que era dual core e500. Não ficou mil maravilhas, mas minha placa mae nao suporta processadores superiores a este, então ta de bom tamanho!. Recomendo a compra."
2567,Não tem como eu dizer nada ainda pois o processador queimou minha placa ou minha placa não aguentou o mesmo estou providenciando outra placa para realizar os testes espero que dê certo.
2568,"Processador muito bom da segunda geração, vale a pena para quem quer um processador de bom desempenho e preço acessível."
2569,"Produto muito bom superou. Minhas expectativa, ainda estou testando mas já melhorou muito meu pc."
2570,"Decepção, comprei processador e me mandaram um cooler."
2571,Até o momento funcionando perfeitamente.
2572,Fiquei frustrado não era oq eu esperava mas a outros fatores envolvidos etão não devo culpar este produto.
2573,Tudo ok.
2574,Excelente.
2575,Tudo certinho.
2576,Muito bom!.
2577,Muito bom funciona perfeitamente.
2578,"Excelente, um produto confiável."
2579,Processador muito bom e no preço. Show.
2580,"Está funcionando bem até o momento, estou testando ele ao máximo."
2581,Produto fuciono como esperando.
2582,Produto de excelente qualidade. Cumpre o que promete.
2583,"Ótimo ,novo como descrito. Obrigado."
2584,Ótimo produto. Atende ao q se propõe.
2585,Muito bom. Ótimo desempenho. Recomendo!.
2586,"Chego tao bem embaladinho, e foi exatamente o que wu queria."
2587,Funcionando perfeitamente.
2588,Produto usado veio com defeito.
2589,"Excelente item,."
2590,Extremamente bom qualidade excelente fácil instalação.
2591,Bom.
2592,Produto excelente e de muito boa qualidade.
2593,"Produto bom, responde perfeitamente às minhas expectativas."
2594,"Exclente qualidade, super recomendo a todos."
2595,Ótimo já estou usando.
2596,Vou testalo mas atende as expectativas.
2597,Top.
2598,Topizera atendeu todas as minhas expectativas!.
2599,"Custo benefício muito bom, indicado para um computador de entrada para atividades domésticas (embora possa atender algumas demandas de jogos e aplicações mais pesadas). Esse pentium gold tem um desempenho muito semelhante a um i3 de sétima geração (i3-7320), e é sem dúvida a melhor escolha para quem procura um processador de entrada, com preço mais acessível, e ao mesmo tempo atual (lga1200)."
2600,"Nosso, produto de qualidade, com desempenho de velocidade, em sua categoria, é excelente!."
2601,Muito bom.
2602,Ótimo custo x benefício!!.
2603,Processador preço+qualidade.
2604,"Excelente recomendo a todos, muito bom o produto."
2605,Muito bom o produto está foncionando muito bem compraria de novo.
2606,2 meses de uso e nenhum problema.
2607,Tá bom tudo certo recomendo obrigado.
2608,"Ótimo, funciona muito rápido."
2609,"Funcionou perfeitamente, precisei apenas comprar um cooler maior para resfriar. Tirano isso, valeu cada centavo principalmente para processamento de dados."
2610,Excelente produto otima qualidade.
2611,"Eu tinha um pentium dual core e5200, o pc parecia uma carroça. Agora com esse quad core ele foi de uma carroça para um uno quadrado com escada, antigo porem muito eficiente. A config do meu pc é uma gt 640 2gb, placa mãe p5kpl-am se, 4gb ram ddr2, ssd 120gb e um hd de 300gb, e agora um core 2 quad q8400. Com essa config rodo cs, lol, guild wars 2, e ainda n testei mais imagino que rode gta v com tudo no baixo. Enfim ressuscitei meu pc antigo."
2612,"Comprei para uma g41 8g de ram, ssd de 240, e uma gt 710, roda lol no ultra a 80 fps, o processador funcionou perfeitamente, precisei trocar o cooler mesmo estressando o processador com aida64 a temperatura não passa de 54º graus, uma otima compra muito satisfeito, o computador mesmo antigo ganhou uma ótima sobrevida."
2613,"Ótimo estado, placa reconheceu na hora. 4 núcleos faz muita diferença, se vc usa um dual core ou c2d, vale a pena."
2614,Esse processador e incrível e não aquece tanto como me disseram o meu está com uma faixa de trabalho de 35 graus mesmo c um cooler ruim.
2615,Ja é o terceiro que compro pras minhas placas mãe 775 exelente qualidade.
2616,"O produto é bom, mas colaram o selo de garantia em um local que temos que tirar para o produto ser utilizado."
2617,Melhor processador pra placa mãe 775 muinto bom roda jogo q não botava fé q rodava mas ela foi guerreira gostei.
2618,Satisfeito com a compra.
2619,Funcionou perfeitamente.
2620,"Eu tive que formatar o pc para ativar os quatro núcleos, mas tá tudo funcionando certinho até agora rss. Tá bem mais rápido."
2621,Tudo certo funcionou.
2622,Ok.
2623,Mto bom. Deu certinho no pc!.
2624,Tudo rapido e conforme anunciado.
2625,Recomendo!!.
2626,Maravilhoso recomendo.
2627,"Produto muito bom, como esperado."
2628,Produto de qualidade.
2629,Transformou um computador fuleiro que travava no chrome em um computador aceitavel recomendo para caramba.
2630,Para o propósito dele está ótimo e funcionando muito bem.
2631,Processador ótimo deu um up no meu pc ficou top super rápido !!!.
2632,Atendeu as minhas expectativas.
2633,"Produto novo, qualidade muito boa. Porém vem com um adesivo em baixo mas não interferi no funcionamento do processador. Creio que seja um tipo de celo para ter uma garantia do produto. Recomendo tirar o celo após o término da garantia!!!."
2634,"Gostei, tudo certo com o produto."
2635,"Processador bom, deu um gás na minha velha máquina."
2636,Funcionou como esperado. Recomendo. Melhorou muito a performance na minha p35 ds3.
2637,Produto funcionando 100%. Funcionando perfeito.
2638,Funcionou perfeitamente! deu um up no pc!!!.
2639,Estou satisfeto com o produto recomendo.
2640,"O produto não funcionou na minha placa mãe 775, devido a falta de atualização de bios, mas comprei já ciente desse risco."
2641,"O produto veio com defeito: não liga. Tive que adquirir outro fora do mercado livre, claro. Estou aguardando retorno da intel!!! perdi cerca de r$ 4. 000,00 (quatro mil reais)."
2642,"Quente, mas excelente processador. Dica: compre novo, com garantia e nf. Antes tinha comprado um usado e tava com bo. Novo é só alegria."
2643,Muito bom !! recomendo !! o seu custo beneficio vale a pena !!.
2644,"Animal demais, muito potente! montei um hackintosh foguete!."
2645,"Excelente processador, só tenha um bom water cooler e uma boa pasta térmica porque o bicho esquenta."
2646,"Super poderoso, tinha um game que queria jogar mas a unica opção era o emulador, god of war ascension, mas meu antigo 9400f não deu conta do recado, o 13600k roda o emulador como uma luva, sem nenhuma travada."
2647,"Processador top com melhor custo beneficio, embora não conseguir fazer overclock com essa minha placa mãe, a frequência dele padrão já é ótima. E o que mais me surpreendeu, é que o fato de ser amd, tá muito mais frio que os da intel. A temperatura mais baixa que já cheguei em um intel, foi de 42º c. Já com ele tá 27º c com temperatura máxima de 32º c. Isso usando apenas a solução térmica que acompanha o produto. Ainda não testei ele em jogos pra ver como se sai, até porque o principal motivo de ter comprado ele foi para trabalho com desenvolvimento de software."
2648,Ótimo produto recomendo a todos compradores do mercado livre. Sergio augusto.
2649,"Tudo ok, conforme expectativas!."
2650,"Processador muito bom. Com gráficos integrado, fora que da pra jogar muito jogos, recomendo pra quem quer montar um pc de entrada com esse processador, porém a única coisa que não gostei foi que a caixa do processador veio com muitos amassado porem não veio nada danificado, tirando isso o resto e bom."
2651,"Produto excelente, conforme anunciado."
2652,Produto bom e de boa qualidade.
2653,"Atendeu minhas expectativas, tinha um i3 4170 e troquei por esse processador, tive um ganho de uns 15 fps. Mas comprei mais para melhorar o desempenho multi tarefas ao qual está atendendo muito bem. Recomendo muito o produto!."
2654,"Processador muito bom! tive problemas com meu pc antigo e tive que montar outro na correria, sem dúvidas escolhi esse processador por saber que não me daria dor de cabeça, e está me atendendo super bem!! os jogos que rodavam no pc antigo com placa de vídeo, estão rodando perfeitamente nesse processador sem uma placa de vídeo. Só recomendo que coloquem um water cooler nele, pois até melhora sua vida util já que o i7 costuma esquentar bastante."
2655,"O processador e si é bem conhcido no mercado e informática pela excelência do desempenho. A peça usada, remtida adequadmente aplicável, não apresentou problemasna instalação e testes posteriores, foi encaminhada em envelope eletrostático e não em berço plástico, como esperado para uma cpu, por outro lado apresentava resíduos ressecados de pasta térmica."
2656,"Bom processador. Apesar de esquentar um tanto, mas com um air cooler razoável dar pra usar de boa."
2657,Gostei muito.
2658,Foi para o meu filho e ele gostou muito do produto.
2659,Muito bom!. Mesmo!. Atende a expectativa!.
2660,Testado e aprovado!.
2661,Bom.
2662,Deu nova vida a minha placa mãe 1150.
2663,"Produto muito bom, recomendo."
2664,Produto excelente! exatamente como descrito e funcionou perfeitamente.
2665,"Muito bom, produto de muita qualidade."
2666,Excelente processador vale muito a pena apesar de ser já antigo roda tudo.
2667,"Muito top , gostei de mais."
2668,"Produto de excelente qualidade, funcionando perfeitamente."
2669,"Produto funcionando bem, nesse tempo de uso não tive nenhum problema."
2670,"Muito bom, deu uma sobrevida para o meu pc."
2671,"Produto de ótima qualidade, funciona perfeitamente!."
2672,Muito bom o produto eu recomendo.
2673,Muito bom recomendo.
2674,Procure algo que lhe atenda.
2675,"Perfeito! eu tinha comprado um processador de outra loja que não estava com problemas, então comprei este e funcionou perfeitamente e estou com ele."
2676,Otimo desempenho.
2677,"Ótimo produto, fiquei muito feliz com minha compra."
2678,"O produto deu maior agilidade no processamento de dados da nossa maquina, nos permitindo fazer transmissões sem travamentos ao tempo que podemos continuar utilizando de outras funções da maquina sem problema algum. Estamos satisfeitos com a aquisição desse produto."
2679,"O processador veio fora da caixinha, solto no plástico bolha e provavelmente por esse motivo não funcionou de primeira. Tive que limpar os conectores com uma borracha pra poder funcionar. Tirando isso tudo 100%, o processador está em perfeito estado e sem nenhuma marca de uso."
2680,"Na descrição fala que o produto é novo, mas veio usado ( riscado e com marca de pasta termica)."
2681,"Produto usado e com muita marca de uso, apesar disso funciona perfeitamente e atendeu as minhas necessidades."
2682,"O processador foi comprado como novo, mas não veio novo e sim usado com marcas de uso e até de dedo nos contatos no processador. Mas como o valor ainda compensava resolvi ficar com ele."
2683,Otimo.
2684,Bom produto funcionando perfeitamente.
2685,"Bom produto, não aparenta ser novo mas correspondeu às expectativas."
2686,"Funcina bem , tesolveu meu problema."
2687,Top.
2688,"Na primeira vez que montei ele não deu imagem, quase morri do coração. Mas peguei e remontei com calma e funcionou tudo direitinho. Até agora ta funcionando muito bem!."
2689,Excelente custo benefício! cumpriu o oferecido na descrição!.
2690,"Usando a aproximadamente 1 semana, está tudo certo."
2691,Material de excelente qualidade.
2692,"Cumpre o que promete, em relação a jogos não tem o que reclamar."
2693,"Excelente processador, deu um grande up no meu pc, agora consigo jogar em alta qualidade sem travar."
2694,"Excelente, atende ao esperado."
2695,"Muito bom, consegui rodar alguns jogos tranquilo."
2696,"Até o ,. Momento está sendo muito ótimo."
2697,Atendeu exatamente as minhas expectativas.
2698,Ótima excelênte produto recomendo.
2699,Tudo conforme o esperado. Excelente aquisição.
2700,"Ótimo processador, funciona perfeitamente!."
2701,"Muito bom produto, funcionando perfeitamente!."
2702,Para quem é. Está bem. !!!!.
2703,"Equipamento muito bom, atendeu as espectativas."
2704,"Excelente produto, um dos melhores."
2705,Produto funcionando perfeitamente.
2706,"Aparentemente tudo certo, vai ser testado ainda."
2707,Excelente produto eu recomendo.
2708,"É um bom processador, deu um up de pelo menos 70% na minha jogatina."
2709,Meu produto é tudo aquilo que eu procurava com certeza índico a todos é muito.
2710,"Produto novo lacrado muito satisfeito. , melhor preço."
2711,"Top demais este processador, recomendo!."
2712,"Excelente processador, completo em todos os requisitos tanto para jogos ou trabalho, nota 10."
2713,"Muito bom valeu a pena, queria um i5 mas não me arrependo de ter comprado i3."
2714,"Esta funcionando muito bem, até o momento."
2715,"Ele e muito top! bate ate em um i7 7700k, muito fodaaa!!!!!."
2716,Atendeu as expectativas! recomendo.
2717,Produto de boa qualidade 100 % recomendo.
2718,"Melhor do que muitos core i3 da 6ª geração, e da 5ª para baixo é melhor do que todos."
2719,"Parece ser original, ainda não testei, quando o fizer comento."
2720,"Produto em perfeito estado, ótimo produto."
2721,"Produto top, muito bom mesmo!!!!."
2722,Produto funcionando perfeitamente!!!. Até o momento está 100%.
2723,"Escolhi este processador para trabalhar com edição de vídeo e tem se mostrado excelente. Os 8 núcleos ajudam muito para trabalhar o vídeo de forma fluída. Também é uma boa escolha para jogos, com desempenho constante. Pode ser utilizado com uma placa de vídeo mais básica, mas precisa de uma placa de vídeo à altura para poder ter seu potencial bem aproveitado. Recomendo pelo menos uma rtx 2060 ti."
2724,"Produto muito bom, como esperado, mas tenham atenção, pois este produto não acompanha cooler padrão da amd. Tenham atenção pois é preciso comprar um sistema de resfriamento à parte."
2725,"Sensacional, um 8/16 que cumpre o que promete! recomendo!!!."
2726,Produto de excelente desempenho.
2727,"Processador top! melhor que o r5 da geração seguinte, vale muito a pena pra quem tem placa de video."
2728,"Show de bola, cumpre o que promete."
2729,"Produto novo, e funcionou permfeitamente."
2730,Rpaz rodando lisaço e nem fiz oc nele. Mtto topp mssmm.
2731,"Produto simplesmente perfeito, recomendo."
2732,"Não sei se melhor custo benefício, mas diante do valor q era pra ser gasto o produto caiu bem, junto de uma placa h61 e uma 9600gt, e 8gb de ram."
2733,Processador muito rápido facilitou muito para rodar jogos.
2734,"Qualidade com performance inigualável, consegui rodar windows 10 com 4 gigas com memórias em dual chanel, antes usei 2 gigas e rodou bem também,placa afox h61a2v3."
2735,"Excelente produto me atendeu perfeitamente, o único problema e que não veio junto a pasta térmica que dizia que vinha."
2736,Tudo certo. Testado e funcionando.
2737,Excelente.
2738,Excelente. Recomendo muito!!! boa qualidade.
2739,Gostei é bom pra quem quer montar um pc gamer basico.
2740,Produto excelente funcionamento perfeito para a minha placa mãe.
2741,Excelente produto recomendo que quer um processador pra gamer na ddr3 1155.
2742,O produto é muito bom. Recomendado.
2743,"Gostei nd a declarar , se fosse esse preço um i7 eu comparava rs."
2744,Funcionou perfeitamente.
2745,Excelente aquisição !.
2746,Veio queimado.
2747,Funcionando perfeitamente.
2748,Pelo braço e um bom investimento.
2749,Muito bom.
2750,"Funcionou no meu pos-eih61cq, muito bom ! fiz todos os testes de stress do processador e não passou de 70 graus ! muito bom recomendo! agora preciso de memórias."
2751,Excelente produto.
2752,"Bom processador,."
2753,Muito bom. Recomendo.
2754,Nota 10!!!!.
2755,Funcionou perfeitamente.
2756,Muito bom esse i3 é um excelente negócio!.
2757,Produto funcionou perfeitamente!.
2758,"Funcionou perfeitamente, placa gráfica auxilia paga um pc que não tem placa de vídeo, driver fácil de encontrar mas recomendo baixar os mais atuais."
2759,Funcionou perfeitamente.
2760,Cumpre as funções com bom desempenho.
2761,Top.
2762,Produto novo top demais gostei muito.
2763,Muito bom. Funcionou perfeitamente. Recomendo.
2764,Produto excelente!!! realmente cumpre o que promete.
2765,Eu gostei muito do produto vou comprar sempre com vocês obrigado.
2766,"Excelente produto, funciona perfeitamente."
2767,"Muito bom,atendeu minha necessidade."
2768,Muito bom. Compre bem o propósito para o qual o comprei.
2769,Funcionou 100% semi novo e com bom desempenho.
2770,Ótimo produto processador rápido.
2771,"Funciona perfeitamente, rápido e de custo baixo."
2772,Top ótimo preço e funcionando perfeitamente.
2773,Excelente! apesar de não ser novo.
2774,"Excelente produto, funcionou perfeitamente."
2775,Produto atendeu as minhas expectativas.
2776,"Fiquei um pouco desconfiado por o produto veio com algumas manchas de manuseio, porem funcionou perfeitamente e ate agora não tive problemas."
2777,O produto funcionou perfeitamente.
2778,Veio bem novinho até agora esta funcionando bem veio antes da data prevista gostei.
2779,Funcionou super bem! me salvou!.
2780,"Funcionou 100%, processador bem conservado."
2781,Produto funciona perfeitamente.
2782,"Muito bom o produto, gostei. Funcionou como eu queria."
2783,Bom produto funcionando perfeitamente.
2784,Muito bom. Atendeu perfeitamente!.
2785,Instalei no pc e esta funcionando bem! tive mais rapidez no processamento dos dados e programas! recomendo!.
2786,"Exelente produto, recomendo, muito bom."
2787,Muinto bom excelente desempenho.
2788,O bom e velho intel i3!. Bons tempos quando a intel sabia fazer as coisas.
2789,Bom. Pena que é oem (sem caixa nem cooler).
2790,Recomendo a outro que o produto e exelente.
2791,"Em ótimas condições de funcionamento, tudo perfeito."
2792,"Muito bom, cumpre o prometido."
2793,"Ótimo produto, recomendo muito."
2794,Fiz teste no meu computador está funcionando 100%.
2795,"Excelente produto. Muito bom, gostei."
2796,Produto funcionando dentro dos parâmetros técnicos exigidos para o hardware em questão.
2797,Ótimo processador!! vale a pena!.
2798,Muito top! atendeu minhas expectativas.
2799,Tudo ok produto ótimo estado recomendo a todos.
2800,"Nessa briga com os novos processadores amd, a intel teve que melhorar ainda mais a arquitetura dos seus processadores. Esse i7 é a prova disso. Muito bom!."
2801,Otimo processador. Vai te atender tranquilamente e com folgas em todas aplicacoes e jogos atuais.
2802,"Intel, né? não precisa falar muito. Processador 8/16 que vai dar conta de bastante coisa pros próximos anos."
2803,"É o melhor processador custo e beneficio atualmente existente na data em que comprei, de todos este com certeza é o melhor, roda inúmeros jogos em qualidade muito melhor que as gerações anteriores, caso você tenha uma placa de vídeo estará no céu!."
2804,Maravilhoso só poderia melhorar esse preço que ta caro mas o o produto é 1000.
2805,Atentar para o detalhe que vem sem cooler. Processador é top. O cooler comprei um da cooler master por 70 reais. Fica a dica.
2806,"Excelente processador, coloquei ele junto com minha b450m steel legend, 16gb 3200, ficou top demais, estou jogando vários games lisos, sem placa de video, jogo bastante fortnite e pubg, valeu muito a pena, indico a todos."
2807,"Produto bom. Recomendo. Gostei que veio com o cooler do processador (não sabia que viria). Vem tudo bem certinho, tudo original."
2808,"O processador é absurdo mas tá muito caro pra vir sem cooler, acebei gastando mais pra comprar o cooler por fora."
2809,"Muito bom recomendo muito, pra quem jogar dayz o eu jogo tudo no alto no full mod muito bom."
2810,Processador excelente para quem não precisa de uma placa de vídeo dedicada! no caso jogo só valorant rodando a 200fps sem gpu.
2811,"Muito bom, eu tinha um ryzen 5 2400g parece que eu sai de uma carroça para uma ferrari!."
2812,Excelente produto !.
2813,Muito bom top gostei tô com placa de video 1650 e rodando jogos full hd.
2814,"Excelente processador, roda qualquer game com sobra, e apu sulficiente para jogar enquanto não se tem placa de video, tambem roda qualquer game com responsabilidade na escolha de gráficos é claro, super recomendo,."
2815,Otimo processador realmente cumpre o que promete.
2816,"Pelo preço deveria vir com o cooler box,na descrição não avisa que vem somente o processador."
2817,Bom qualidade boa recomendo pelo preço justo.
2818,"O processador é muito top e um dos melhores em custo benefício. Infelizmente montar pc ainda continua muito caro, mas sem dúvida uma apu como o ryzen 5 5600g economiza demais e você consegue adquirir um pc muito decente sem precisar de uma placa de vídeo."
2819,Muito bom melhor escolh que fiz.
2820,5 meses de uso e continua 100%.
2821,"Muito bom, não uso para jogos mas no dia-a-dia não apresenta nenhum problema, além do pc ficar mais silencioso e econômico sem uma placa de vídeo offboard."
2822,Funcionando perfeitamente.
2823,"Muito bom, produto original de excelente performance, atendeu 100% minhas expectativas. Contudo não veio na caixa original."
2824,Excelente!.
2825,Melhor do mercado.
2826,Top esse processador respondeu as minhas expectativas recomendo para quem quer ter uma maquina rapida veloz.
2827,Ótimo processador recomendo a todos os compradores do mercado livre.
2828,Ótimo produto!.
2829,"Jogando valorant a 160 fps, sem placa de vídeo."
2830,Excelente processador recomendo super.
2831,Ótimo produto! recomendo!.
2832,Ótimo custo benefício.
2833,Produto de exelente qualidade foi otimo.
2834,Produto top !!!.
2835,Muito top superou minhas expectativas.
2836,"Estou em fase de testes , e ele tem se mostrado muito eficiente nos jogos !!! recomendo !!!."
2837,"Produto excelente, funciona perfeitamente."
2838,"Produto excelente, muito recomendado."
2839,Processador top !.
2840,"Produto 100% ok, atendeu as expectativas."
2841,Muito bom.
2842,Melhor custo x benefício para quem não pode comprar uma vga.
2843,Roda tudo em hd.
2844,Qualidade garantida.
2845,Ótimo produto um excelente produto gostei demais.
2846,Melhor custo benefício atual. Excelente pra quem vai usar com ou sem placa de vídeo dedicada.
2847,Produto excelente atendeu minhas expectativas. Já instalei e funcionando perfeitamente até o momento.
2848,Muito bom muito bom.
2849,"Gostei muito, recomendo."
2850,Ótimo custo benefício. Processador muito bom.
2851,"Melhor processador!!!! custo beneficio, venha para o lado amd da força."
2852,Muito bom!.
2853,"Esse processador e ótimo, tem um bom desempenho e o recomendo muito."
2854,Perfeito.
2855,"Excelente , otimo custo beneficio."
2856,Espertacular.
2857,Excelente processador! você economiza não precisando comprar uma placa de vídeo. O cooler que vem junto não dá conta. É nescessário comprar um mais eficiente. Mesmo assim a economia é grande.
2858,"Processador extremamente bom, superou minhas expectativas."
2859,Processador muito bom atende o que eu esperava.
2860,"Otimo, muito bom, porém, tem que usar memorias em dual channel para performance total."
2861,"Sim é muito bom, esse processador."
2862,Ótimo processador para quem quer jogar.
2863,"Processador ótimo, desempenho maravilhoso, juntando com a placa de video rx6600 roda qualquer jogo."
2864,"Muito forte, excelente processador."
2865,Excelente produto o melhor processador produzido pela amd ate hoje.
2866,O melhor processador com gráfico integrado.
2867,"Ainda estou testando o processador, mas a me parece muito bom, para quem não quer comprar uma placa de vídeo ´´e uma boa opção."
2868,"Eu recomendo! o produto cumpri o que promete, mais quem comprar se quiser ter aproveitamento máximo do processador tem que comprar um. Ater colher, pois o que vem com o processador não é adequado para o mesmo."
2869,"Não sei, não botei pra funcionar."
2870,Ainda considero muito frágil o sistema de contatos entre processador e soquete nos amd - a solução do str4 é muito melhor!.
2871,"Processador me surpreendeu, acima do que esperava dele. Veio com um cooler muito silencioso e eficaz. 16gb de ram +ssd, meu pc esta voando com este processador."
2872,Excelente eu comprei pra montar meu pc e passou um tempo até eu tira ele da caixa fiquei com medo de tá danificado e eu perde o tempo da devolução mais tava ótimo funcionou perfeitamente.
2873,O produto é o que foi anunciado.
2874,Simplesmente uma placa incrível.
2875,Muito bom.
2876,"Realmente bom, tirando o fato que tive problemas com ele e a placa mae, (questao de drivers) nada ruim, processador cumpre bem o seu papel e é um otimo custo beneficio!!!."
2877,"Atendeu perfeitamente á minha necessidade, ótima compra!."
2878,Melhor processador atende a todas as minhas necessidades.
2879,"Perfeito, recomendo."
2880,Muito bom esse processador rayzen 5 4600g.
2881,Funcionando acima do esperado. Supriu totalmente minhas necessidades!.
2882,Muito bom e de ótima qualidade.
2883,Ótimo preço produto original.
2884,Ótimo produto excelente qualidade.
2885,Muito bom!!!.
2886,"Muito rápido, este processador atende muito bem as minhas necessidades!."
2887,Produto muito bom.
2888,Perfeito.
2889,Ótimo produto meu filho adorou.
2890,"Excelente processador e novo quem gosta de jogar como eu e um ótimo processador,o custo muito bom barato e também confiável eu amo compra no mercado livre um dos melhores sait para comprar estão de parabéns pode comprar sem medo que vc não vão se arrepender."
2891,"Excelente, um processador com ótimo desempenho em multi-tarefas, recomendo e muito comprar esse processador."
2892,"Ótimo produto , educado e prestativo. Recomendo !!!!!."
2893,Processador cumpre o que promete. Rápido e potente.
2894,"Produto de qualidade, excelente performance principalmente para games."
2895,Processador gamer de otima qualidade. Valeu apena.
2896,Muito quente esse processador.
2897,"Excelente processador, 4. 9 facil, otimo pra games e produtividade. Ponto de atenção, compre um cooler que preste, o que vem nao vale nada, nao segura o cpu nem em 65w, se da turbo de 4. 9 ele pega 140w e o cooler nao segura."
2898,"Para um consumidor mediano que nem eu, este produto supera as expectativas."
2899,Excelente desempenho. Utilizo para virtualização e não deixou a desejar. Muito bom.
2900,"O processador é muito bom,estou curtindo muito, até agora zero problemas."
2901,Muito bom recomendo comprar o produto.
2902,"Veio conforme anunciado em perfeita condição, e com um bom preço."
2903,Produto em ordem. Fiquei satisfeito.
2904,"Simplesmente surreal. Meus fps foram de 70 para 140, explicando. Tenho uma gtx 1060 5gb, e meu processador antigo não conseguia empurrar ela, tinha um i3 550 que mesmo no overclock em 4. 0 ghz não passava dos 100 fps (jogo dota 2) e dava muita queda de fps, fora os lag, que eu achava que era rede, fiz a instalação pasta termica 12. 8 w/mk e meus amigos, sem overclock, stand, 140 fps, quedas ainda tenho porque meu setup é antigo e as memórias ram são ddr3 1333 mhz, mas que upgrade. Compensou cada centavo. Meu setup:. Placa mãe: intel dh55hc. Processador: i7 870. Memoria: 8 gb (2x4gb 1333 mhz). Placa de video: gtx 1060 5 gb. Fonte: 650 w. Ssd: 500 comun."
2905,Muito bom. Superou minhas expectativas cconseguiu empurar muito bem minha gtx 960 talvez ate consiga mais. E n usa 100% nem no ultrra em jogos relativamente pesados.
2906,"Mesmo sendo bem antiguinho, esse processador da conta do recado. Mesmo em jogos mais recentes ta levando uma gtx 1060 6gb tranquilo sem muitos gargalos. Recomendo!."
2907,"To gostando muito do produto, nunca pensei que eu ia perceber tanta diferença de um i3 560 para um i7 870."
2908,Estava usando o i3 550(primeira geração) e o desempenho do meu pc dobrou quando mudei para este i7. Recomendo muito!.
2909,"Excelente, é claro que ja ficou para trás por ser de 2011 mas para recursos que nao exigem muito do computador o processador da conta!."
2910,"Produto em ótimo estado e funcionou direitinho, espero poder utilizar este processador por muito tempo."
2911,"Produto de ótima qualidade, fez uma melhora muito boa na minha máquina."
2912,Dinte dos altos preços de processador este atendeu minhas nescessidades apesar de ser de 1°geração. Uso para reuniao em video conferencia e deu td certo sem travamentos.
